Word	FREQ
XXXXXX1060	11
XXXXXX1103	11
XXXXXX1127	11
XXXXXX1283	11
XXXXXX1300	11
XXXXXX1436	11
XXXXXX1454	11
XXXXXX1494	11
XXXXXX1519	11
XXXXXX1590	11
XXXXXX1614	11
XXXXXX1617	11
XXXXXX1621	11
XXXXXX1649	11
XXXXXX1714	11
XXXXXX1747	11
XXXXXX1755	11
XXXXXX1872	11
XXXXXX1883	11
XXXXXX1920	11
XXXXXX1975	11
XXXXXX2056	11
XXXXXX2062	11
XXXXXX2078	11
XXXXXX2100	11
XXXXXX2104	11
XXXXXX2171	11
XXXXXX2178	11
XXXXXX2234	11
XXXXXX2253	11
XXXXXX2260	11
XXXXXX2290	11
XXXXXX2297	11
XXXXXX2337	11
XXXXXX2396	11
XXXXXX2404	11
XXXXXX2405	11
XXXXXX2426	11
XXXXXX2440	11
XXXXXX2449	11
XXXXXX2456	11
XXXXXX2463	11
XXXXXX2470	11
XXXXXX2489	11
XXXXXX2520	11
XXXXXX2586	11
XXXXXX2645	11
XXXXXX2741	11
XXXXXX2743	11
XXXXXX2751	11
XXXXXX2760	11
XXXXXX2779	11
XXXXXX2788	11
XXXXXX2835	11
XXXXXX2837	11
XXXXXX2838	11
XXXXXX2894	11
XXXXXX2910	11
XXXXXX2914	11
XXXXXX2941	11
XXXXXX2955	11
XXXXXX2998	11
XXXXXX3002	11
XXXXXX3021	11
XXXXXX3049	11
XXXXXX3054	11
XXXXXX3055	11
XXXXXX3075	11
XXXXXX3127	11
XXXXXX3128	11
XXXXXX3162	11
XXXXXX3183	11
XXXXXX3197	11
XXXXXX3207	11
XXXXXX3356	11
XXXXXX3360	11
XXXXXX3388	11
XXXXXX3424	11
XXXXXX3443	11
XXXXXX3460	11
XXXXXX3471	11
XXXXXX3497	11
XXXXXX3528	11
XXXXXX3564	11
XXXXXX3574	11
XXXXXX3597	11
XXXXXX3697	11
XXXXXX3829	11
XXXXXX3892	11
XXXXXX4015	11
XXXXXX4073	11
XXXXXX4115	11
XXXXXX4214	11
XXXXXX4246	11
XXXXXX4252	11
XXXXXX4297	11
XXXXXX4318	11
XXXXXX4388	11
XXXXXX4405	11
XXXXXX4502	11
XXXXXX4661	11
XXXXXX4717	11
XXXXXX4760	11
XXXXXX4801	11
XXXXXX4842	11
XXXXXX4846	11
XXXXXX4872	11
XXXXXX4875	11
XXXXXX4923	11
XXXXXX5050	11
XXXXXX5054	11
XXXXXX5067	11
XXXXXX5125	11
XXXXXX5143	11
XXXXXX5154	11
XXXXXX5213	11
XXXXXX5251	11
XXXXXX5338	11
XXXXXX5422	11
XXXXXX5493	11
XXXXXX5499	11
XXXXXX5552	11
XXXXXX5561	11
XXXXXX5562	11
XXXXXX5595	11
XXXXXX5604	11
XXXXXX5608	11
XXXXXX5634	11
XXXXXX5650	11
XXXXXX5695	11
XXXXXX5755	11
XXXXXX5769	11
XXXXXX5823	11
XXXXXX5903	11
XXXXXX5977	11
XXXXXX5994	11
XXXXXX6017	11
XXXXXX6046	11
XXXXXX6066	11
XXXXXX6067	11
XXXXXX6106	11
XXXXXX6148	11
XXXXXX6158	11
XXXXXX6160	11
XXXXXX6163	11
XXXXXX6170	11
XXXXXX6296	11
XXXXXX6307	11
XXXXXX6314	11
XXXXXX6352	11
XXXXXX6410	11
XXXXXX6422	11
XXXXXX6423	11
XXXXXX6430	11
XXXXXX6476	11
XXXXXX6493	11
XXXXXX6606	11
XXXXXX6741	11
XXXXXX6756	11
XXXXXX6761	11
XXXXXX6847	11
XXXXXX6930	11
XXXXXX6943	11
XXXXXX6951	11
XXXXXX6981	11
XXXXXX7008	11
XXXXXX7030	11
XXXXXX7056	11
XXXXXX7078	11
XXXXXX7149	11
XXXXXX7161	11
XXXXXX7169	11
XXXXXX7190	11
XXXXXX7235	11
XXXXXX7250	11
XXXXXX7281	11
XXXXXX7326	11
XXXXXX7352	11
XXXXXX7372	11
XXXXXX7388	11
XXXXXX7414	11
XXXXXX7454	11
XXXXXX7462	11
XXXXXX7482	11
XXXXXX7523	11
XXXXXX7549	11
XXXXXX7719	11
XXXXXX7720	11
XXXXXX7736	11
XXXXXX7753	11
XXXXXX7871	11
XXXXXX7874	11
XXXXXX7898	11
XXXXXX7909	11
XXXXXX7945	11
XXXXXX8000	11
XXXXXX8007	11
XXXXXX8079	11
XXXXXX8083	11
XXXXXX8209	11
XXXXXX8222	11
XXXXXX8235	11
XXXXXX8264	11
XXXXXX8304	11
XXXXXX8312	11
XXXXXX8317	11
XXXXXX8324	11
XXXXXX8397	11
XXXXXX8481	11
XXXXXX8495	11
XXXXXX8502	11
XXXXXX8519	11
XXXXXX8600	11
XXXXXX8624	11
XXXXXX8628	11
XXXXXX8652	11
XXXXXX8736	11
XXXXXX8764	11
XXXXXX8797	11
XXXXXX8810	11
XXXXXX9057	11
XXXXXX9066	11
XXXXXX9101	11
XXXXXX9175	11
XXXXXX9210	11
XXXXXX9231	11
XXXXXX9264	11
XXXXXX9270	11
XXXXXX9338	11
XXXXXX9348	11
XXXXXX9366	11
XXXXXX9449	11
XXXXXX9457	11
XXXXXX9489	11
XXXXXX9511	11
XXXXXX9543	11
XXXXXX9552	11
XXXXXX9577	11
XXXXXX9590	11
XXXXXX9596	11
XXXXXX9632	11
XXXXXX9638	11
XXXXXX9677	11
XXXXXX9781	11
XXXXXX9897	11
XXXXXX9923	11
XXXXXX9958	11
XXXXXX9991	11
XXXXXXXXXXX0264	11
XXXXXXXXXXXX8454	11
XXXXXXXXXXXX8568	11
0027	10
0031	10
0032	10
0087	10
0093	10
0101DILLARD	10
0184	10
0245	10
0250	10
0254	10
0273	10
0291	10
0296	10
0442	10
0446	10
0447	10
0449	10
0456	10
0496	10
0529	10
0532	10
0550	10
0564	10
0566	10
0567	10
0569	10
0571	10
0575	10
0583	10
059	10
0617	10
0632	10
0635	10
0681	10
0690	10
0691	10
0693	10
0781	10
0815	10
0845	10
0846	10
0864	10
0871	10
0879	10
0894	10
0952	10
0983	10
0986	10
0995	10
1266	10
1268	10
1286	10
1288	10
1299	10
1310	10
1361	10
1370	10
1382	10
13Card	10
1437	10
1438	10
1451	10
1454	10
1466	10
1471	10
1492	10
1499	10
1519	10
1542	10
1549	10
1551	10
1557	10
1568	10
1574	10
1613	10
1619	10
1622	10
1630	10
1641	10
1647	10
1650	10
1665	10
1667	10
1671	10
1674	10
1714	10
1722	10
1746	10
1765	10
1792	10
1795	10
1808	10
1812	10
1818	10
1823	10
1825	10
1830	10
1846	10
1855	10
1862	10
1867	10
1869	10
1874	10
1882	10
1915	10
1918	10
1920	10
1943	10
1950	10
1958	10
1961	10
1965	10
1974	10
1976	10
1995	10
2011	10
2033	10
2034	10
2049	10
2070	10
2087	10
2123	10
2140	10
2148	10
2167	10
2219	10
2251	10
2258	10
2274	10
2294	10
2297	10
2313	10
2334	10
2363	10
2372	10
2374	10
2395	10
2400	10
2421	10
2466	10
2494	10
2508	10
2512	10
2528	10
2530	10
2533	10
2535	10
2546	10
2551	10
2553	10
2567	10
2569	10
2572	10
2575	10
2577	10
2590	10
2605	10
2610	10
2623	10
2628	10
2665	10
2722	10
2746	10
2765	10
2774	10
2782	10
2785	10
2789	10
2795	10
2806	10
2817	10
2820	10
2830	10
2831	10
2840	10
2841	10
2871	10
2890	10
2898	10
2912	10
2948	10
2950	10
2952	10
2964	10
2990	10
2999	10
3054	10
3059	10
3076	10
3078	10
3080	10
3084	10
3102	10
3124	10
3128	10
3209	10
3232	10
3249	10
3252	10
3267	10
3284	10
3292	10
3296	10
3316	10
3323	10
3329	10
3332	10
3375	10
3389	10
3399	10
3422	10
3426	10
3438	10
3441	10
3443	10
3553	10
3562	10
3564	10
3569	10
3572	10
3579	10
3611	10
3622	10
3661	10
3683	10
3689	10
3694	10
3737	10
3738	10
3760	10
3771	10
3776	10
3779	10
3782	10
3784	10
3798	10
3807	10
3808	10
3823	10
3835	10
3853	10
3866	10
3876	10
3877	10
3880	10
3937	10
3958	10
3976	10
4002	10
4025	10
4042	10
4092	10
4101	10
4102	10
4106	10
4110	10
4127	10
4135	10
4167	10
4180	10
4221	10
4223	10
4232	10
4245	10
4265	10
4269	10
4271	10
4272	10
4308	10
4327	10
4337	10
4345	10
4388	10
4395	10
4400	10
4401	10
4421	10
4448	10
4459	10
4493	10
4525	10
4527	10
4538	10
4539	10
4631	10
4676	10
4680	10
4681	10
4705	10
4711	10
4717	10
4721	10
4726	10
4745	10
4751	10
4793	10
4804	10
4850	10
4866	10
4907	10
4924	10
4939	10
4965	10
4988	10
5003	10
5011	10
5016	10
5021	10
5025	10
5026	10
5027	10
5032	10
5036	10
5047	10
5076	10
5085	10
5099	10
5103	10
5123	10
5136	10
5141	10
5145	10
5177	10
5182	10
5195	10
5207	10
5231	10
5235	10
5243	10
5249	10
5271	10
5275	10
5291	10
5310	10
5314	10
5320	10
5334	10
5342	10
5405	10
5409	10
5421	10
5445	10
5458	10
5468	10
5474	10
5475	10
5478	10
5490	10
5509	10
5517	10
5522	10
5552	10
5574	10
5586	10
5621	10
5641	10
5642	10
5652	10
5691	10
5779	10
5783	10
5800	10
5816	10
5823	10
5915	10
5930	10
5935	10
5981	10
6005	10
6007	10
6036	10
6063	10
6072	10
6080	10
6090	10
6104	10
6114	10
6115	10
6119	10
6121	10
6146	10
6153	10
6167	10
6178	10
6182	10
6201	10
6208	10
6229	10
6246	10
6284	10
6322	10
6325	10
6359	10
6371	10
6377	10
6402	10
6413	10
6417	10
6453	10
6462	10
6482	10
6492	10
6498	10
6500	10
6508	10
6539	10
6558	10
6560	10
6570	10
6600	10
6614	10
6626	10
6649	10
6653	10
6664	10
6685	10
6688	10
6695	10
6697	10
6714	10
6718	10
6734	10
6752	10
6753	10
6754	10
6755	10
6766	10
6808	10
6827	10
6832	10
6853	10
6865	10
6884	10
6890	10
6892	10
6896	10
6901	10
6921	10
6938	10
6954	10
6966	10
6977	10
6998	10
7011	10
7016	10
7029	10
7074	10
7077	10
7105	10
7150	10
7157	10
7193	10
7202	10
7209	10
7219	10
7229	10
7256	10
7260	10
7275	10
7300	10
7333	10
7340	10
7354	10
7382	10
7399	10
7401	10
7407	10
7434	10
7465	10
7466	10
7490	10
7498	10
7511	10
7514	10
7530	10
7550	10
7554	10
7555	10
7582	10
7586	10
7593	10
7596	10
7642	10
7643	10
7644	10
7672	10
7676	10
7726	10
7735	10
7738	10
7753	10
7768	10
7774	10
7784	10
7803	10
7822	10
7847	10
7866	10
7868	10
7878	10
7884	10
7893	10
7900	10
7909	10
7927	10
7967	10
7974	10
7980	10
7987	10
8001	10
8003	10
8006	10
8007	10
8016	10
8041	10
8042	10
8054	10
8062	10
8067	10
8074	10
8084	10
8115	10
8131	10
8134	10
8135	10
8142	10
8144	10
8150	10
8158	10
8163	10
8164	10
8177	10
8205	10
8243	10
8261	10
8274	10
8279	10
8281	10
8309	10
8319	10
8338	10
8344	10
8352	10
8364	10
8384	10
8393	10
8410	10
8425	10
8433	10
8458	10
8478	10
8513	10
8517	10
8540	10
8555	10
8558	10
8574	10
8608	10
8617	10
8618	10
8635	10
8645	10
866	10
8661	10
8669	10
8693	10
8715	10
8734	10
8742	10
8753	10
8774	10
8793	10
8796	10
8799	10
8826	10
8850	10
8867	10
8888	10
8898	10
8905	10
8923	10
8960	10
8964	10
9002	10
9027	10
9045	10
9047	10
9054	10
9055	10
9068	10
9078	10
9084	10
9093	10
9096	10
9106	10
9115	10
9120	10
9131	10
9150	10
9157	10
9224	10
9264	10
9272	10
9294	10
9312	10
9316	10
9324	10
9326	10
9333	10
9392	10
9404	10
9407	10
9424	10
9437	10
9478	10
9496	10
9498	10
9504	10
9554	10
9584	10
9585	10
9602	10
9622	10
9652	10
9659	10
9750	10
9796	10
9810	10
9812	10
9823	10
9824	10
9829	10
9838	10
9850	10
9854	10
9866	10
9867	10
9869	10
9901	10
9931	10
9956	10
9961	10
9977	10
9985	10
ABURLINGTON	10
ALAMANC	10
ANG	10
AV	10
BAYBROOFRIENDSWO	10
BELDCANTON	10
Blufia	10
BOULE	10
CHA	10
CHARLOTTENC	10
Citi	10
City	10
CKFXXXXX0160POS	10
CKFXXXXX0190POS	10
CKFXXXXX0257POS	10
CKFXXXXX0637POS	10
CKFXXXXX0647POS	10
CKFXXXXX0649POS	10
CKFXXXXX0675POS	10
CKFXXXXX0976POS	10
CKFXXXXX1298POS	10
CKFXXXXX2029POS	10
CKFXXXXX2226POS	10
CKFXXXXX2370POS	10
CKFXXXXX2462POS	10
CKFXXXXX3378POS	10
CKFXXXXX3381POS	10
CKFXXXXX3663POS	10
CKFXXXXX3686POS	10
CKFXXXXX3862POS	10
CKFXXXXX4081POS	10
CKFXXXXX4244POS	10
CKFXXXXX4356POS	10
CKFXXXXX4406POS	10
CKFXXXXX4748POS	10
CKFXXXXX4867POS	10
CKFXXXXX5118POS	10
CKFXXXXX5665POS	10
CKFXXXXX5686POS	10
CKFXXXXX5955POS	10
CKFXXXXX5965POS	10
CKFXXXXX6021POS	10
CKFXXXXX6135POS	10
CKFXXXXX6251POS	10
CKFXXXXX6260POS	10
CKFXXXXX6420POS	10
CKFXXXXX6732POS	10
CKFXXXXX6749POS	10
CKFXXXXX6809POS	10
CKFXXXXX6889POS	10
CKFXXXXX6949POS	10
CKFXXXXX7274POS	10
CKFXXXXX7527POS	10
CKFXXXXX7564POS	10
CKFXXXXX8122POS	10
CKFXXXXX8416POS	10
CKFXXXXX8458POS	10
CKFXXXXX9062POS	10
CKFXXXXX9149POS	10
CKFXXXXX9321POS	10
CKFXXXXX9916POS	10
COLUMBIASC	10
CONNECTION	10
COXXXXDO	10
DDILLARD	10
DRAGONFLY	10
EASTWO	10
Email	10
ESTERFL	10
ExpandMinimize	10
FAIRVIE	10
FALLSTXUS	10
FAYET	10
Flbroomfield	10
ga	10
GECRBMy	10
GOODLETTSVILL	10
GOV	10
Grbowling	10
GULFVI	10
HAYW	10
HILLCOUNT	10
IB	10
INUS	10
LAUDEDEBIT	10
MADISONHUNTSVILLE	10
MANHATTANMANHATTAN	10
Marion	10
Missoula	10
Mobile	10
MOXXXXXX	10
NASHVIL	10
nc	10
nn	10
NVXXXXXX	10
OK02	10
PHARMACY	10
Pinned	10
PIZZERIA	10
PORC	10
RIDGE	10
RIVERGAGOODLETTSVIL	10
RKWAY	10
RLAKE	10
S419	10
SALEUNIVERSITY	10
SAVANNAHGA	10
SIE	10
SMIDEBIT	10
SOUTHLAN	10
SPORTI	10
SPRHOT	10
squoklahoma	10
STANDALONE	10
STONEBR	10
SUMMERL	10
SUPERSTMESA	10
TRE	10
TX04	10
TX07	10
VISTAAZ	10
WDR	10
WESTRIDPHOENIX	10
XXXXCOUNTR	10
XXXXX0023	10
XXXXX0025	10
XXXXX0051	10
XXXXX0060	10
XXXXX0061	10
XXXXX0088	10
XXXXX0093	10
XXXXX0098	10
XXXXX0100	10
XXXXX0107	10
XXXXX0110	10
XXXXX0116	10
XXXXX0118	10
XXXXX0125	10
XXXXX0133	10
XXXXX0143	10
XXXXX0144	10
XXXXX0154	10
XXXXX0176	10
XXXXX0179	10
XXXXX0197	10
XXXXX0217	10
XXXXX0263	10
XXXXX0281	10
XXXXX0298	10
XXXXX0347	10
XXXXX0366	10
XXXXX0368	10
XXXXX0389	10
XXXXX0402	10
XXXXX0403	10
XXXXX0412	10
XXXXX0417	10
XXXXX0420	10
XXXXX0429	10
XXXXX0464	10
XXXXX0466	10
XXXXX0472	10
XXXXX0480	10
XXXXX0492	10
XXXXX0498	10
XXXXX0505	10
XXXXX0513	10
XXXXX0516	10
XXXXX0522	10
XXXXX0525	10
XXXXX0546	10
XXXXX0571	10
XXXXX0577	10
XXXXX0633	10
XXXXX0635	10
XXXXX0638	10
XXXXX0639	10
XXXXX0642	10
XXXXX0643	10
XXXXX0658	10
XXXXX0679	10
XXXXX0689	10
XXXXX0716	10
XXXXX0720	10
XXXXX0747	10
XXXXX0751	10
XXXXX0776	10
XXXXX0779	10
XXXXX0786	10
XXXXX0808	10
XXXXX0833	10
XXXXX0836	10
XXXXX0849	10
XXXXX0852	10
XXXXX0874	10
XXXXX0877	10
XXXXX0878	10
XXXXX0884	10
XXXXX0888	10
XXXXX0902	10
XXXXX0904	10
XXXXX0906	10
XXXXX0911	10
XXXXX0932	10
XXXXX0953	10
XXXXX0955	10
XXXXX0956	10
XXXXX0992	10
XXXXX0993	10
XXXXX1001	10
XXXXX1003	10
XXXXX1023	10
XXXXX1044	10
XXXXX1049	10
XXXXX1050	10
XXXXX1080	10
XXXXX1082	10
XXXXX1087	10
XXXXX1094	10
XXXXX1101	10
XXXXX1105	10
XXXXX1110	10
XXXXX1122	10
XXXXX1129	10
XXXXX1132	10
XXXXX1136	10
XXXXX1170	10
XXXXX1191	10
XXXXX1211	10
XXXXX1218	10
XXXXX1235	10
XXXXX1253	10
XXXXX1256	10
XXXXX1282	10
XXXXX1291	10
XXXXX1295	10
XXXXX1301	10
XXXXX1317	10
XXXXX1318	10
XXXXX1328	10
XXXXX1331	10
XXXXX1333	10
XXXXX1369	10
XXXXX1399	10
XXXXX1402	10
XXXXX1406	10
XXXXX1421	10
XXXXX1423	10
XXXXX1424	10
XXXXX1428	10
XXXXX1429	10
XXXXX1439	10
XXXXX1450	10
XXXXX1457	10
XXXXX1462	10
XXXXX1468	10
XXXXX1479	10
XXXXX1492	10
XXXXX1517	10
XXXXX1525	10
XXXXX1533	10
XXXXX1548	10
XXXXX1558	10
XXXXX1573	10
XXXXX1581	10
XXXXX1584	10
XXXXX1597	10
XXXXX1612	10
XXXXX1622	10
XXXXX1627	10
XXXXX1632	10
XXXXX1637	10
XXXXX1645	10
XXXXX1665	10
XXXXX1668	10
XXXXX1669	10
XXXXX1682	10
XXXXX1694	10
XXXXX1696	10
XXXXX1705	10
XXXXX1719	10
XXXXX1724	10
XXXXX1747	10
XXXXX1749	10
XXXXX1750	10
XXXXX1788	10
XXXXX1798	10
XXXXX1804	10
XXXXX1808	10
XXXXX1810	10
XXXXX1815	10
XXXXX1836	10
XXXXX1840	10
XXXXX1849	10
XXXXX1853	10
XXXXX1854	10
XXXXX1859	10
XXXXX1882	10
XXXXX1901	10
XXXXX1922	10
XXXXX1925	10
XXXXX1967	10
XXXXX1979	10
XXXXX1983	10
XXXXX1987	10
XXXXX1996	10
XXXXX2005	10
XXXXX2009	10
XXXXX2033	10
XXXXX2066	10
XXXXX2076	10
XXXXX2080	10
XXXXX2088	10
XXXXX2095	10
XXXXX2097	10
XXXXX2120	10
XXXXX2136	10
XXXXX2148	10
XXXXX2172	10
XXXXX2175	10
XXXXX2211	10
XXXXX2218	10
XXXXX2247	10
XXXXX2256	10
XXXXX2273	10
XXXXX2279	10
XXXXX2328	10
XXXXX2336	10
XXXXX2369	10
XXXXX2371	10
XXXXX2378	10
XXXXX2380	10
XXXXX2382	10
XXXXX2398	10
XXXXX2411	10
XXXXX2413	10
XXXXX2424	10
XXXXX2427	10
XXXXX2434	10
XXXXX2437	10
XXXXX2438	10
XXXXX2475	10
XXXXX2487	10
XXXXX2494	10
XXXXX2499	10
XXXXX2505	10
XXXXX2512	10
XXXXX2525	10
XXXXX2529	10
XXXXX2543	10
XXXXX2553	10
XXXXX2564	10
XXXXX2576	10
XXXXX2593	10
XXXXX2605	10
XXXXX2606	10
XXXXX2637	10
XXXXX2649	10
XXXXX2656	10
XXXXX2674	10
XXXXX2690	10
XXXXX2694	10
XXXXX2697	10
XXXXX2706	10
XXXXX2708	10
XXXXX2728	10
XXXXX2729	10
XXXXX2739	10
XXXXX2740	10
XXXXX2745	10
XXXXX2747	10
XXXXX2754	10
XXXXX2762	10
XXXXX2779	10
XXXXX2781	10
XXXXX2807	10
XXXXX2812	10
XXXXX2849	10
XXXXX2855	10
XXXXX2862	10
XXXXX2882	10
XXXXX2884	10
XXXXX2906	10
XXXXX2917	10
XXXXX2934	10
XXXXX2964	10
XXXXX2991	10
XXXXX2992	10
XXXXX2998	10
XXXXX3014	10
XXXXX3022	10
XXXXX3029	10
XXXXX3039	10
XXXXX3047	10
XXXXX3049	10
XXXXX3066	10
XXXXX3070	10
XXXXX3087	10
XXXXX3098	10
XXXXX3105	10
XXXXX3114	10
XXXXX3121	10
XXXXX3126	10
XXXXX3131	10
XXXXX3148	10
XXXXX3193	10
XXXXX3197	10
XXXXX3198	10
XXXXX3213	10
XXXXX3238	10
XXXXX3240	10
XXXXX3256	10
XXXXX3263	10
XXXXX3289	10
XXXXX3294	10
XXXXX3319	10
XXXXX3323	10
XXXXX3331	10
XXXXX3333	10
XXXXX3353	10
XXXXX3368	10
XXXXX3373	10
XXXXX3379	10
XXXXX3401	10
XXXXX3403	10
XXXXX3410	10
XXXXX3412	10
XXXXX3423	10
XXXXX3428	10
XXXXX3446	10
XXXXX3456	10
XXXXX3467	10
XXXXX3468	10
XXXXX3489	10
XXXXX3512	10
XXXXX3530	10
XXXXX3548	10
XXXXX3552	10
XXXXX3558	10
XXXXX3567	10
XXXXX3568	10
XXXXX3581	10
XXXXX3588	10
XXXXX3604	10
XXXXX3619	10
XXXXX3631	10
XXXXX3643	10
XXXXX3648	10
XXXXX3717	10
XXXXX3736	10
XXXXX3742	10
XXXXX3750	10
XXXXX3761	10
XXXXX3771	10
XXXXX3788	10
XXXXX3790	10
XXXXX3792	10
XXXXX3826	10
XXXXX3852	10
XXXXX3856	10
XXXXX3858	10
XXXXX3879	10
XXXXX3883	10
XXXXX3891	10
XXXXX3910	10
XXXXX3919	10
XXXXX3921	10
XXXXX3944	10
XXXXX3947	10
XXXXX3952	10
XXXXX3965	10
XXXXX3979	10
XXXXX4017	10
XXXXX4019	10
XXXXX4045	10
XXXXX4054	10
XXXXX4056	10
XXXXX4088	10
XXXXX4089	10
XXXXX4098	10
XXXXX4100	10
XXXXX4121	10
XXXXX4123	10
XXXXX4174	10
XXXXX4182	10
XXXXX4237	10
XXXXX4249	10
XXXXX4255	10
XXXXX4266	10
XXXXX4268	10
XXXXX4270	10
XXXXX4283	10
XXXXX4289	10
XXXXX4290	10
XXXXX4305	10
XXXXX4329	10
XXXXX4331	10
XXXXX4369	10
XXXXX4389	10
XXXXX4391	10
XXXXX4392	10
XXXXX4397	10
XXXXX4399	10
XXXXX4419	10
XXXXX4428	10
XXXXX4432	10
XXXXX4435	10
XXXXX4467	10
XXXXX4469	10
XXXXX4470	10
XXXXX4471	10
XXXXX4477	10
XXXXX4498	10
XXXXX4508	10
XXXXX4512	10
XXXXX4521	10
XXXXX4523	10
XXXXX4532	10
XXXXX4534	10
XXXXX4547	10
XXXXX4552	10
XXXXX4553	10
XXXXX4575	10
XXXXX4576	10
XXXXX4600	10
XXXXX4613	10
XXXXX4614	10
XXXXX4622	10
XXXXX4623	10
XXXXX4636	10
XXXXX4646	10
XXXXX4648	10
XXXXX4661	10
XXXXX4667	10
XXXXX4673	10
XXXXX4683	10
XXXXX4687	10
XXXXX4696	10
XXXXX4700	10
XXXXX4719	10
XXXXX4722	10
XXXXX4755	10
XXXXX4768	10
XXXXX4769	10
XXXXX4774	10
XXXXX4778	10
XXXXX4796	10
XXXXX4809	10
XXXXX4821	10
XXXXX4824	10
XXXXX4826	10
XXXXX4828	10
XXXXX4831	10
XXXXX4843	10
XXXXX4859	10
XXXXX4878	10
XXXXX4886	10
XXXXX4890	10
XXXXX4892	10
XXXXX4894	10
XXXXX4896	10
XXXXX4916	10
XXXXX4931	10
XXXXX4947	10
XXXXX4951	10
XXXXX4952	10
XXXXX4962	10
XXXXX4969	10
XXXXX4990	10
XXXXX5015	10
XXXXX5022	10
XXXXX5027	10
XXXXX5040	10
XXXXX5041	10
XXXXX5061	10
XXXXX5068	10
XXXXX5081	10
XXXXX5120	10
XXXXX5141	10
XXXXX5145	10
XXXXX5162	10
XXXXX5172	10
XXXXX5179	10
XXXXX5220	10
XXXXX5224	10
XXXXX5238	10
XXXXX5245	10
XXXXX5263	10
XXXXX5300	10
XXXXX5314	10
XXXXX5329	10
XXXXX5333	10
XXXXX5370	10
XXXXX5374	10
XXXXX5381	10
XXXXX5400	10
XXXXX5423	10
XXXXX5439	10
XXXXX5463	10
XXXXX5494	10
XXXXX5499	10
XXXXX5512	10
XXXXX5514	10
XXXXX5518	10
XXXXX5550	10
XXXXX5553	10
XXXXX5556	10
XXXXX5578	10
XXXXX5609	10
XXXXX5619	10
XXXXX5620	10
XXXXX5625	10
XXXXX5628	10
XXXXX5632	10
XXXXX5644	10
XXXXX5653	10
XXXXX5660	10
XXXXX5669	10
XXXXX5679	10
XXXXX5692	10
XXXXX5720	10
XXXXX5740	10
XXXXX5741	10
XXXXX5755	10
XXXXX5772	10
XXXXX5782	10
XXXXX5786	10
XXXXX5797	10
XXXXX5829	10
XXXXX5841	10
XXXXX5848	10
XXXXX5854	10
XXXXX5881	10
XXXXX5889	10
XXXXX5907	10
XXXXX5909	10
XXXXX5913	10
XXXXX5917	10
XXXXX5937	10
XXXXX5948	10
XXXXX5949	10
XXXXX5950	10
XXXXX5951	10
XXXXX5953	10
XXXXX5966	10
XXXXX5975	10
XXXXX5991	10
XXXXX6001	10
XXXXX6006	10
XXXXX6012	10
XXXXX6014	10
XXXXX6015	10
XXXXX6021	10
XXXXX6022	10
XXXXX6030	10
XXXXX6059	10
XXXXX6066	10
XXXXX6086	10
XXXXX6094	10
XXXXX6102	10
XXXXX6103	10
XXXXX6126	10
XXXXX6152	10
XXXXX6160	10
XXXXX6165	10
XXXXX6184	10
XXXXX6210	10
XXXXX6212	10
XXXXX6216	10
XXXXX6246	10
XXXXX6267	10
XXXXX6282	10
XXXXX6289	10
XXXXX6294	10
XXXXX6296	10
XXXXX6325	10
XXXXX6329	10
XXXXX6340	10
XXXXX6363	10
XXXXX6367	10
XXXXX6369	10
XXXXX6377	10
XXXXX6387	10
XXXXX6392	10
XXXXX6396	10
XXXXX6422	10
XXXXX6425	10
XXXXX6433	10
XXXXX6434	10
XXXXX6449	10
XXXXX6451	10
XXXXX6459	10
XXXXX6465	10
XXXXX6497	10
XXXXX6511	10
XXXXX6517	10
XXXXX6539	10
XXXXX6545	10
XXXXX6602	10
XXXXX6618	10
XXXXX6642	10
XXXXX6686	10
XXXXX6687	10
XXXXX6700	10
XXXXX6706	10
XXXXX6724	10
XXXXX6725	10
XXXXX6729	10
XXXXX6750	10
XXXXX6751	10
XXXXX6754	10
XXXXX6761	10
XXXXX6773	10
XXXXX6774	10
XXXXX6795	10
XXXXX6799	10
XXXXX6811	10
XXXXX6815	10
XXXXX6834	10
XXXXX6842	10
XXXXX6843	10
XXXXX6856	10
XXXXX6857	10
XXXXX6884	10
XXXXX6914	10
XXXXX6933	10
XXXXX6938	10
XXXXX6944	10
XXXXX6947	10
XXXXX6949	10
XXXXX6977	10
XXXXX6985	10
XXXXX6989	10
XXXXX6992	10
XXXXX7005	10
XXXXX7049	10
XXXXX7059	10
XXXXX7061	10
XXXXX7066	10
XXXXX7071	10
XXXXX7087	10
XXXXX7094	10
XXXXX7148	10
XXXXX7153	10
XXXXX7169	10
XXXXX7183	10
XXXXX7195	10
XXXXX7218	10
XXXXX7252	10
XXXXX7288	10
XXXXX7308	10
XXXXX7325	10
XXXXX7326	10
XXXXX7360	10
XXXXX7364	10
XXXXX7391	10
XXXXX7395	10
XXXXX7400	10
XXXXX7436	10
XXXXX7438	10
XXXXX7444	10
XXXXX7462	10
XXXXX7477	10
XXXXX7491	10
XXXXX7498	10
XXXXX7516	10
XXXXX7527	10
XXXXX7528	10
XXXXX7531	10
XXXXX7537	10
XXXXX7539	10
XXXXX7561	10
XXXXX7564	10
XXXXX7577	10
XXXXX7586	10
XXXXX7590	10
XXXXX7592	10
XXXXX7608	10
XXXXX7617	10
XXXXX7630	10
XXXXX7657	10
XXXXX7691	10
